id,document_index,sense,variant,valid,svd_axis,row_own,row_main,lens_logit_own,context_marked
356,719,epistemic, may,1,-25.1816,16.6022,16.6022,7.0868," think your business has any USPs? There would have to be truly exceptional circumstances for not one single other organisation in your sector to have some crossover with you in terms of experience or offerings. Your business⟦ may⟧ be unusual or extraordinary or even have an exclusive partnership for your geographical location, but it still isn't unique. If you do have points of difference, they aren't what you think they are What is undeniable"
357,719,epistemic, may,1,37.8484,12.6606,12.6606,3.1534," never realised you offered, are what actually set you apart from the so-called competition, and are therefore potentially very powerful marketing tools, especially when presented in the form of case studies or video testimonials. They⟦ may⟧ also give you a wonderful boost in self-confidence and motivation because, even though your business isn't unique, you'll realise that your clients value you for exactly who you are. 1st August 2017"
358,726,epistemic, may,1,-0.3895,15.9964,15.9964,2.3981," beer tour of the world. But don’t worry, Wisconsin is very well represented on this tour with the Hop Farm Pale Ale made with 100% Wisconsin grown hops and barley. While the troll himself⟦ may⟧ have a scowl and be grumpy, we’ll be merry and happy trolls ourselves after this tour stop. That’s all we can get done in the first day, so we will head to Madison"
359,726,epistemic, may,1,12.3156,6.0819,6.0819,0.9232," Applewood smoked bacon and the smoked pork chops. If you’ve never been to Nueske’s, you’ll be thanking us for turning you on to one of states greatest culinary secrets. While you⟦ may⟧ want to spend the whole day sampling and shopping at Nueske’s we need to move on to another local treasure, but this one is in Wausau. Redeye Brewing Company is hosting a"
360,726,epistemic, may,1,-2.6233,14.0454,14.0454,4.0654," Australian beer cans I’ve ever seen. OK, it’s the only one I’ve seen, but it is still large. The Australian hosts an annual Australian Beer Festival in October of each year. You⟦ may⟧ be thinking, when exactly is a good time to go to Australia? The seasons are opposite of what we have here in the states, so maybe go during the US winter. OK that could be a"
361,728,epistemic, may,1,13.6911,14.6045,14.6045,2.7259," all age levels. Programming addresses individual, relational, community and societal levels. Prevention is the key to reducing abuse, but it takes time. The results of violence prevention are not immediate. While program results⟦ may⟧ see small individual changes tomorrow, it will take 10+ years of deliberate prevention programming to impact meaningful social change. YSS-Francis Lauer Youth Services operates a co-ed shelter for children primarily between"
362,728,deontic, may,1,-36.7186,6.3463,6.3463,-2.5791," furnace repair/replacement, handicapped ramps, resolving electrical issues, repair/replacement of water heater, and making bathrooms accessible. This program allows the elderly and disabled to remain in their home safely. Funds⟦ may⟧ be partnered with other programs when available to address as much need as possible. Community Connections (CC) was created to fill the service gaps for young adults with disabilities and at-risk youth preparing for the workforce"
363,730,epistemic, may,1,11.1232,8.6521,8.6521,2.5475," Standard subscriber. Monica Davis does not appear to be an active participant of the Voice123 marketplace at this time. Monica Davis was last active on Voice123 more than 365 days ago, OR⟦ may⟧ not be receiving our email messages. Monica Davis does not appear to be an active participant of the Voice123 marketplace at this time. Monica Davis was last active on Voice123 more than 365 days"
364,730,epistemic, may,1,12.7319,7.6328,7.6328,3.2671," our email messages. Monica Davis does not appear to be an active participant of the Voice123 marketplace at this time. Monica Davis was last active on Voice123 more than 365 days ago, OR⟦ may⟧ not be receiving our email messages."
365,744,epistemic, may,1,16.5426,13.6764,13.6765,0.4539," offer in a new tab. Please note that all free samples of Canadian Freebies, including Free DIY Nail Polish Strips Sample, will be sent in the mail absolutely free. Get more freebies! You⟦ may⟧ also like"
366,746,deontic, may,1,21.3044,4.4219,4.4219,-0.5323,"hn and staff, Dr. Sibagi Shome, Dr. David Salerno, Dr. Charles Portera, Jr., Memorial Home Health and Hospice of Chattanooga. In lieu of flowers, memorial contributions⟦ may⟧ be made to Red Bank Baptist Church Library or Hospice of Chattanooga. Arrangements are by the North Chapel of Chattanooga Funeral Home, Crematory and Florist. Please share your thoughts and memories at Mem.com"
367,749,epistemic, may,1,5.9119,15.6798,15.6798,9.2676," made by, or on behalf of, Nabors. Certain of Fastclick's management and significant stockholders entered into lock-up agreements with the lead underwriters in Fastclick's initial public offering that⟦ may⟧ place restrictions on their ability to tender their shares in the exchange offer. I believe lock-up agreements should be used widely throughout the industry by people in my position. OTCBB:PSDS)"
368,756,epistemic, may,1,6.0208,9.1266,9.1266,2.4554," diagrams and code always in sync during development. GDPro takes this feature to the next level by offering analysts and architects the option to control when Round Trip generates code, eliminating the overhead of writing code that⟦ may⟧ never be needed at implementation. ""GDPro is all about providing control and flexibility to the development team,"" states Joshua Horwitz, Director of Marketing at Advanced Software. Additional new product features include: Enterprise"
369,757,month, May,1,-21.5564,38.0446,33.9351,5.4590,"The EMTC – European Master Tailor Congress – the most important German-speaking Congress for the tailoring trade – will take place in Basel, Switzerland from Thursday 29⟦ May⟧ till Sunday, 1 June 2014. (check the blog here). This is the most important international conference where tailor Netherlands along with countries such as Germany, Austria, Italy participates. The Branche"
370,757,month, May,1,-4.4263,9.0877,10.9192,0.9049,. Among other activities – there will be again an International Fashion Show organized in which each of the five member countries can present itself. During the BMA meeting in Utrecht which took place on 10th⟦ May⟧ the BMA members presented their creations which they submitted for the EMTC congress. The BMA has selected 20 creations. One of the pieces which will be showed in Basel is creation of Anne Marie
371,765,epistemic, may,1,-11.5769,8.4164,8.4164,0.9416," then translated back to English any wise soul should interpret as “stay out of it, this word remains savage, protean, and ubiquitous”. ""Goccia"" is Italian for a ""drop"" and⟦ may⟧ have come from ""Galicia"" or the Portuguese Indian colony in Goa or both. In Galicia a drop is a ""morriña"" which is also their word for ""saudade"", the"
372,765,epistemic, may,1,8.2533,7.6790,7.6790,1.5929," in 70, that nothing looks hotter than tight jeans and a wife beater in July, asked me what I was doing in the barrio, Thompson may have arrived at a slightly different conclusion and we⟦ may⟧ therefore have never received The Rum Diaries. I told her I was “fuggin’ diggin’ the fact that between the GW Bridge and GW High in GW Heights our man GW got what he"
373,765,epistemic, may,1,-15.6361,8.3820,8.3820,4.9398,", I'd like some aloo motor drungry and my sister would like a bowl of whatever it is you got stewing down there in the drungry."" Folk etymoligists⟦ may⟧ try and tell you that ""the drungry"" was the lowest hold on pirate ships of the Arabian Sea where they kept their contraband hidden, but when the need actually hits, anyone living through"
